,Provider,age_mode,age_median,deceased_sum,Gender_mode,Race_mode,State_mode,County_mode,No_days_admitted_median,No_days_admitted_mode,No_days_ClaimProcessing_median,No_days_ClaimProcessing_mode,AttendingPhysician_mode,RenalDiseaseIndicator_mode,ChronicCond_Alzheimer_median,ChronicCond_Alzheimer_mode,ChronicCond_Cancer_median,ChronicCond_Cancer_mode,ChronicCond_Depression_median,ChronicCond_Depression_mode,ChronicCond_Diabetes_median,ChronicCond_Diabetes_mode,ChronicCond_Heartfailure_median,ChronicCond_Heartfailure_mode,ChronicCond_IschemicHeart_median,ChronicCond_IschemicHeart_mode,ChronicCond_KidneyDisease_median,ChronicCond_KidneyDisease_mode,ChronicCond_ObstrPulmonary_median,ChronicCond_ObstrPulmonary_mode,ChronicCond_Osteoporasis_median,ChronicCond_Osteoporasis_mode,ChronicCond_rheumatoidarthritis_median,ChronicCond_rheumatoidarthritis_mode,ChronicCond_stroke_median,ChronicCond_stroke_mode,NoOfMonths_PartACov_median,NoOfMonths_PartACov_mode,NoOfMonths_PartBCov_median,NoOfMonths_PartBCov_mode,InscClaimAmtReimbursed_sum,InscClaimAmtReimbursed_median,OPAnnualDeductibleAmt_sum,OPAnnualDeductibleAmt_median,OPAnnualReimbursementAmt_sum,OPAnnualReimbursementAmt_median,IPAnnualDeductibleAmt_sum,IPAnnualDeductibleAmt_median,IPAnnualReimbursementAmt_sum,IPAnnualReimbursementAmt_median,DeductibleAmtPaid_sum,DeductibleAmtPaid_median,OperatingPhysician_mode,OtherPhysician_mode,no_of_service_provided,PotentialFraud
2254,PRV57346,69.0,74.0,530,0,1,50,160,1.0,1.0,0.0,0.0,PHY354844,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,150430,70,304820,300,1073900,1040,225396,0,2032910,0,1690.0,0.0,['PHY354844'],['PHY337437'],532,No
2255,PRV53002,67.0,74.0,397,0,1,16,960,1.0,1.0,0.0,0.0,PHY319087,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,116040,80,220530,310,730030,1300,222144,0,2630290,0,1110.0,0.0,"['PHY403478', 'PHY408544']",[],397,No
2256,PRV53797,66.0,74.0,4704,0,1,22,90,1.0,1.0,0.0,0.0,PHY412132,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1303600,80,2945080,360,10584130,1160,2285996,0,21710980,0,14020.0,0.0,['PHY412132'],['PHY412132'],4739,Yes
2257,PRV53859,66.0,73.0,141,0,1,22,160,1.0,1.0,0.0,0.0,PHY409531,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,33810,80,93850,300,316390,1120,46856,0,417820,0,590.0,0.0,['PHY409531'],['PHY409531'],143,No
2258,PRV52154,67.0,74.0,730,0,1,33,10,1.0,1.0,0.0,0.0,PHY423980,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,194350,75,497050,345,1696540,1130,352468,0,3634030,0,2570.0,0.0,"['PHY402362', 'PHY423980']",['PHY423980'],742,No
2259,PRV57501,74.0,75.5,62,0,1,52,40,1.0,1.0,0.0,0.0,PHY314900,0,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,11740,80,34030,295,84840,815,25632,0,163580,0,230.0,0.0,"['PHY314900', 'PHY328514']",['PHY314900'],64,No
2260,PRV53871,69.0,74.0,1207,0,1,23,400,1.0,1.0,0.0,0.0,PHY371576,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,272730,70,622190,320,1983210,1090,563796,0,5721610,0,3290.0,0.0,['PHY399975'],['PHY371576'],1220,No
2261,PRV54005,46.0,75.0,8,0,1,23,810,1.0,1.0,0.0,0.0,PHY346773,0,1.0,1,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,1.5,1,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1800,55,3470,225,10340,1015,1068,0,3000,0,20.0,0.0,['PHY346773'],['PHY346773'],8,No
2262,PRV51154,78.0,76.0,160,0,1,3,70,1.0,1.0,0.0,0.0,PHY384024,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,45750,70,93580,360,336410,1170,65448,0,550730,0,790.0,0.0,['PHY354990'],['PHY422475'],161,No
2263,PRV51196,67.0,74.0,717,0,1,3,100,1.0,1.0,0.0,0.0,PHY432614,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,197060,70,477240,340,1570910,1000,328188,0,2642620,0,1750.0,0.0,['PHY432614'],[],720,No
2264,PRV54582,76.0,76.0,71,0,1,28,680,1.0,1.0,0.0,0.0,PHY340060,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,18960,90,34590,410,121070,1530,21360,0,287010,0,300.0,0.0,['PHY400563'],['PHY400733'],71,No
2265,PRV56444,68.0,72.0,1303,0,1,44,820,1.0,1.0,0.0,0.0,PHY403570,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,383140,80,908260,370,3258290,1280,586728,0,4237720,0,4690.0,0.0,['PHY403570'],['PHY403570'],1317,Yes
2266,PRV53478,75.0,70.0,149,0,1,19,270,1.0,1.0,0.0,0.0,PHY379482,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,50680,80,96430,370,352800,1370,118052,0,939180,0,520.0,0.0,['PHY379482'],['PHY379482'],149,No
2267,PRV51410,87.0,77.0,616,0,1,5,520,1.0,1.0,0.0,0.0,PHY384216,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,177550,70,438810,390,1611650,1380,215532,0,2182710,0,1920.0,0.0,['PHY342344'],['PHY320339'],628,Yes
2268,PRV51340,69.0,74.0,151,0,1,5,480,1.0,1.0,0.0,0.0,PHY334361,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,43210,80,112210,420,418170,1540,89732,0,608080,0,10.0,0.0,"['PHY329987', 'PHY334361']",['PHY340247'],151,No
2269,PRV52560,66.0,74.0,493,0,1,14,680,1.0,1.0,0.0,0.0,PHY342223,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,145450,70,306200,410,1092750,1240,198648,0,2095840,0,1870.0,0.0,['PHY342223'],['PHY342223'],503,No
2270,PRV52738,79.0,72.5,61,1,1,14,900,1.0,1.0,0.0,0.0,PHY419290,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,17660,60,37190,310,137350,820,28632,0,229280,0,50.0,0.0,['PHY419290'],['PHY419290'],62,No
2271,PRV57313,67.0,75.0,401,0,1,50,160,1.0,1.0,0.0,0.0,PHY328307,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,101970,70,225590,315,825990,1060,192656,0,1885080,0,1640.0,0.0,['PHY328307'],[],402,No
2272,PRV52648,74.0,75.0,841,0,1,14,991,1.0,1.0,0.0,0.0,PHY387249,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,255250,80,672980,320,2421810,1160,314492,0,2359220,0,1490.0,0.0,['PHY387249'],['PHY387249'],842,Yes
2273,PRV56270,69.0,71.0,1026,0,1,42,220,1.0,1.0,0.0,0.0,PHY321417,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,289970,70,693240,350,2274620,1220,435064,0,4733730,0,2610.0,0.0,['PHY321417'],['PHY423753'],1043,No
2274,PRV55831,68.0,74.0,807,0,1,38,250,1.0,1.0,0.0,0.0,PHY342906,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,235090,80,580110,340,1990830,1100,337276,0,3811920,0,2200.0,0.0,['PHY342906'],['PHY342906'],810,No
2275,PRV55820,70.0,75.0,476,0,1,38,250,1.0,1.0,0.0,0.0,PHY406201,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,120350,70,284790,310,923530,1020,224124,0,2734210,0,1270.0,0.0,['PHY406201'],['PHY406201'],477,No
2276,PRV51766,78.0,76.0,23,0,1,5,200,1.0,1.0,0.0,0.0,PHY407352,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,2290,70,12120,320,35200,1040,3204,0,13000,0,0.0,0.0,['PHY407352'],['PHY407352'],23,No
2277,PRV52085,70.0,74.0,820,0,1,33,240,1.0,1.0,0.0,0.0,PHY381478,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,240620,80,523470,340,1796100,1110,380192,0,3474250,0,2530.0,0.0,['PHY381478'],['PHY366930'],824,No
2278,PRV53621,67.0,76.0,81,0,1,22,60,1.0,1.0,0.0,0.0,PHY416140,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,22500,80,42780,410,143690,1160,62536,0,507720,0,180.0,0.0,['PHY416140'],['PHY351183'],81,No
2279,PRV51486,83.0,76.0,213,0,1,5,590,1.0,1.0,0.0,0.0,PHY333691,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,53660,80,127890,390,426210,1310,60108,0,599660,0,450.0,0.0,['PHY335881'],['PHY333691'],214,No
2280,PRV51503,83.0,74.0,57,0,1,5,140,1.0,1.0,0.0,0.0,PHY401630,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,24070,80,39470,470,180310,1410,26700,0,161140,0,40.0,0.0,['PHY401630'],['PHY401769'],57,No
2281,PRV55677,74.0,71.0,84,0,1,37,200,1.0,1.0,0.0,0.0,PHY339217,0,2.0,2,2.0,2,2.0,2,1.0,1,1.5,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,17200,90,34120,230,121160,1040,30700,0,247870,0,450.0,0.0,"['PHY339217', 'PHY395998']",['PHY395998'],84,No
2282,PRV57434,75.0,73.0,313,0,1,51,270,1.0,1.0,0.0,0.0,PHY383182,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,83990,80,217680,415,691790,1320,171200,0,1297270,0,650.0,0.0,['PHY430604'],['PHY383182'],316,No
2283,PRV57413,74.0,73.5,52,0,1,51,230,1.0,1.0,0.0,0.0,PHY378235,0,1.0,1,2.0,2,1.0,1,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,18030,70,20490,310,100050,1520,12816,0,115580,0,70.0,0.0,['PHY378235'],['PHY401983'],52,No
2284,PRV52907,78.0,74.0,182,0,1,15,250,1.0,1.0,0.0,0.0,PHY360262,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,53600,70,113980,630,453690,1760,91848,0,790620,0,560.0,0.0,['PHY338636'],[],183,No
2285,PRV57411,66.0,75.0,29,0,1,36,40,1.0,1.0,0.0,0.0,PHY368280,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,8560,90,23190,400,83460,1370,17088,0,166640,0,210.0,0.0,"['PHY374540', 'PHY423259', 'PHY433848']","['PHY368280', 'PHY416753']",29,No
2286,PRV55551,75.0,75.0,90,0,1,36,60,1.0,1.0,0.0,0.0,PHY413186,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,29760,80,55490,390,250930,1580,41144,0,368890,0,290.0,0.0,"['PHY321578', 'PHY372774', 'PHY381296', 'PHY413186']",['PHY413186'],91,No
2287,PRV55510,71.0,74.0,857,0,1,33,370,1.0,1.0,0.0,0.0,PHY336056,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,255210,80,556110,350,1891890,1100,376896,0,3577680,0,2490.0,0.0,['PHY431184'],"['PHY336056', 'PHY342373']",861,No
2288,PRV55206,76.0,76.0,103,0,1,34,440,1.0,1.0,0.0,0.0,PHY353745,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,33090,70,52960,340,171720,1280,42252,0,344820,0,210.0,0.0,"['PHY353745', 'PHY416737']",['PHY396645'],103,No
2289,PRV56148,70.0,73.0,143,0,1,54,340,1.0,1.0,0.0,0.0,PHY353583,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,23950,70,89150,360,267430,850,52332,0,526620,0,210.0,0.0,['PHY353583'],"['PHY321838', 'PHY353583']",143,No
2290,PRV56183,72.0,70.0,23,1,1,54,150,1.0,1.0,0.0,0.0,PHY378424,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,4240,80,10120,230,20290,610,8544,0,208360,0,0.0,0.0,['PHY378424'],['PHY378424'],23,No
2291,PRV56675,66.0,75.0,316,0,1,45,670,1.0,1.0,0.0,0.0,PHY344188,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,98690,80,228450,480,760940,1330,166608,0,1592330,0,740.0,0.0,['PHY344188'],['PHY344188'],323,No
2292,PRV54868,65.0,72.0,105,0,1,5,200,1.0,1.0,0.0,0.0,PHY353241,0,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,25220,80,64730,260,214170,1090,47312,0,338420,0,260.0,0.0,['PHY353241'],['PHY353241'],105,No
2293,PRV51290,72.0,73.0,112,0,1,4,720,1.0,1.0,0.0,0.0,PHY394359,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,14990,70,37900,200,112240,720,49128,0,410960,0,260.0,0.0,['PHY394359'],['PHY394359'],113,No
2294,PRV51256,69.0,72.0,94,1,1,4,90,1.0,1.0,0.0,0.0,PHY398467,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,38550,90,55530,370,185810,1180,43788,0,416010,0,0.0,0.0,"['PHY360646', 'PHY396271', 'PHY398467']",['PHY421924'],95,No
2295,PRV51279,67.0,71.0,224,0,1,4,250,1.0,1.0,0.0,0.0,PHY312236,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,59840,85,133390,310,420040,1170,92916,0,949230,0,750.0,0.0,['PHY312236'],['PHY312236'],224,No
2296,PRV51574,66.0,74.0,4426,0,1,5,440,1.0,1.0,0.0,0.0,PHY415321,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1281810,80,3052220,380,10437160,1130,2372548,0,18737920,0,12290.0,0.0,['PHY415321'],['PHY415321'],4444,Yes
2297,PRV56008,70.0,75.0,1359,0,1,39,620,1.0,1.0,0.0,0.0,PHY325906,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,476600,80,934990,370,3884380,1275,539824,0,4996710,0,4080.0,0.0,['PHY325906'],['PHY325906'],1370,Yes
2298,PRV57138,64.0,69.5,6,0,1,46,50,1.0,1.0,0.0,0.0,PHY319031,0,1.5,1,2.0,2,1.5,1,1.0,1,1.5,1,1.5,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,3480,235,4220,560,16220,2330,1068,0,5000,0,0.0,0.0,[],"['PHY402380', 'PHY429871']",6,No
2299,PRV57469,69.0,75.5,57,0,1,51,240,1.0,1.0,0.0,0.0,PHY428333,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,22050,75,26670,165,86540,930,13884,0,148320,0,180.0,0.0,['PHY428333'],['PHY428333'],58,No
2300,PRV57476,79.0,77.0,145,0,1,51,300,1.0,1.0,0.0,0.0,PHY343868,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,47070,70,123380,440,485820,1300,53400,0,605050,0,530.0,0.0,['PHY333452'],['PHY343868'],145,No
2301,PRV57423,74.0,74.0,47,0,1,51,240,1.0,1.0,0.0,0.0,PHY390318,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,21380,100,21890,260,97170,1420,17088,0,153210,0,320.0,0.0,['PHY337748'],['PHY392166'],47,No
2302,PRV57429,70.0,72.0,153,0,1,51,380,1.0,1.0,0.0,0.0,PHY358386,0,2.0,2,2.0,2,1.5,1,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,41490,70,110410,520,347360,1015,82236,0,1109800,0,580.0,0.0,"['PHY358386', 'PHY393923']","['PHY358386', 'PHY393923']",154,No
2303,PRV53662,50.0,74.0,329,0,1,20,90,1.0,1.0,0.0,0.0,PHY353128,0,1.0,1,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,86030,70,161430,250,639840,900,134000,0,1275970,0,640.0,0.0,['PHY353128'],['PHY353128'],331,No
2304,PRV52104,70.0,74.0,1175,0,1,10,300,1.0,1.0,0.0,0.0,PHY326049,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,347070,80,866740,370,2913480,1160,513756,0,4230390,0,3200.0,0.0,['PHY326049'],['PHY354358'],1189,No
2305,PRV53227,76.0,75.0,74,0,1,17,860,1.0,1.0,0.0,0.0,PHY366911,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,18610,70,43260,240,170800,1055,25164,0,271120,0,140.0,0.0,"['PHY365511', 'PHY366911']",['PHY365511'],74,No
2306,PRV53469,73.0,70.5,14,0,1,19,290,1.0,1.0,0.0,0.0,PHY375318,0,2.0,2,2.0,2,1.0,1,1.0,1,1.5,1,1.0,1,1.5,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,7460,200,13150,290,60100,1610,6408,0,80800,0,70.0,0.0,['PHY375318'],['PHY375318'],14,No
2307,PRV55876,73.0,73.0,19,0,1,38,90,1.0,1.0,0.0,0.0,PHY334452,0,1.0,1,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,4380,100,9740,400,33880,1350,23612,0,131060,0,100.0,0.0,['PHY334452'],['PHY420934'],19,No
2308,PRV55866,76.0,75.0,113,0,1,38,70,1.0,1.0,0.0,0.0,PHY392466,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,31370,80,66090,330,207120,1400,44720,0,625160,0,250.0,0.0,['PHY417620'],['PHY417620'],115,No
2309,PRV55470,73.0,73.0,467,0,1,36,10,1.0,1.0,0.0,0.0,PHY431927,0,1.0,1,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,135060,70,355710,320,1218090,1320,229620,0,2442330,0,870.0,0.0,['PHY384907'],['PHY428313'],470,No
2310,PRV56145,69.0,71.5,52,1,1,54,160,1.0,1.0,0.0,0.0,PHY380465,0,2.0,2,2.0,2,1.5,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,22650,100,27530,275,106080,1105,55360,0,240240,0,210.0,0.0,['PHY380465'],['PHY380465'],52,No
2311,PRV56182,72.0,72.0,51,0,1,54,110,1.0,1.0,0.0,0.0,PHY355650,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,13590,60,30150,370,75690,740,14952,0,178010,0,170.0,0.0,['PHY375286'],['PHY355650'],51,No
2312,PRV51273,71.0,73.0,552,0,1,4,410,1.0,1.0,0.0,0.0,PHY397802,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,131340,70,309070,340,1022440,1040,200144,0,2457640,0,1400.0,0.0,['PHY397802'],['PHY430460'],553,No
2313,PRV53000,67.0,75.0,699,0,1,16,240,1.0,1.0,0.0,0.0,PHY398481,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,200250,80,475080,360,1492280,1030,303312,0,3131040,0,2030.0,0.0,['PHY313214'],['PHY405566'],703,No
2314,PRV54107,68.0,73.0,147,0,1,3,90,1.0,1.0,0.0,0.0,PHY329189,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,44080,70,87500,370,290390,1200,69216,0,731740,0,220.0,0.0,['PHY329189'],['PHY419477'],147,No
2315,PRV51201,72.0,73.0,45,0,1,3,90,1.0,1.0,0.0,0.0,PHY403119,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,10660,60,31570,510,116720,1540,39768,0,316540,0,50.0,0.0,['PHY403119'],['PHY324260'],45,No
2316,PRV54854,70.0,71.0,131,0,1,32,20,1.0,1.0,0.0,0.0,PHY364578,0,1.0,1,2.0,2,2.0,2,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,39660,90,68660,320,265570,1090,77964,0,876500,0,440.0,0.0,"['PHY364578', 'PHY385253']",['PHY364578'],131,No
2317,PRV57748,67.0,74.0,45,0,1,45,390,1.0,1.0,0.0,0.0,PHY402806,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,16000,60,34980,310,125650,1170,37632,0,180790,0,240.0,0.0,['PHY402806'],"['PHY398960', 'PHY402806']",45,No
2318,PRV56655,77.0,75.0,251,0,1,45,843,1.0,1.0,0.0,0.0,PHY320191,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,69380,80,168260,420,566530,1310,161268,0,1035300,0,1010.0,0.0,['PHY320191'],['PHY320191'],251,No
2319,PRV51335,79.0,78.5,141,0,1,4,30,1.0,1.0,0.0,0.0,PHY380813,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,46080,80,82130,230,295120,790,58740,0,883280,0,400.0,0.0,['PHY380813'],['PHY380813'],142,No
2320,PRV51250,72.0,71.0,83,1,1,4,410,1.0,1.0,0.0,0.0,PHY373104,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,22560,70,63640,450,183360,1260,34976,0,398140,0,280.0,0.0,"['PHY338736', 'PHY374555']",['PHY374555'],85,No
2321,PRV51253,72.0,73.0,85,0,1,4,30,1.0,1.0,0.0,0.0,PHY369938,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,21740,70,55970,370,206360,1020,57292,0,453670,0,300.0,0.0,"['PHY369938', 'PHY409916']","['PHY381963', 'PHY409916']",85,No
2322,PRV51788,70.0,74.0,132,0,1,5,160,1.0,1.0,0.0,0.0,PHY320581,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,38790,90,73610,250,326270,1300,74760,0,736550,0,220.0,0.0,['PHY320581'],['PHY320581'],139,No
2323,PRV51521,70.0,70.0,42,1,1,5,160,1.0,1.0,0.0,0.0,PHY385136,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,8070,60,15660,280,75950,810,14952,0,230710,0,100.0,0.0,['PHY385136'],['PHY375671'],46,No
2324,PRV52558,73.0,75.0,490,0,1,14,141,1.0,1.0,0.0,0.0,PHY341041,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,140900,80,307160,340,1062960,1185,243716,0,2132570,0,1220.0,0.0,['PHY341041'],['PHY326286'],494,No
